SK_ID_CURR,TARGET
226063,1
101007,0
418353,0
198450,0
439656,0
411915,0
126558,0
217179,0
148436,0
420420,0
402545,0
400884,0
141453,1
116528,0
220499,1
360144,0
418819,0
328445,0
176727,0
147057,0
243107,0
202068,0
353534,0
340526,0
175235,0
156476,0
119421,0
172158,0
213467,0
194699,0
181627,0
254767,0
131732,0
222881,0
183681,0
182832,0
420451,0
174278,0
421616,0
224620,0
373602,0
303946,0
357272,1
447461,0
162429,0
115390,0
112892,1
184881,0
142451,0
243840,0
208191,1
428796,0
206822,0
331167,0
300398,1
302348,0
393153,0
263579,0
383374,0
324333,0
411823,1
303563,0
106555,0
444606,0
433710,0
319528,0
121678,0
353966,0
231170,0
301917,0
442770,0
141707,0
196542,0
148132,0
120818,0
408601,1
261094,0
203941,0
400188,0
321432,0
189748,0
292947,0
398618,0
247341,0
139238,0
408570,1
341164,0
411553,0
246590,0
200820,0
327979,0
117311,0
454246,0
178361,0
212646,1
436086,0
450567,0
431696,0
452290,0
355039,0
146124,0
379829,0
255358,0
396611,0
431504,0
112869,0
403449,0
287556,0
350133,0
135550,0
343041,0
402344,0
250813,0
151252,0
113230,0
156272,0
110021,0
296130,0
228497,0
277551,0
147357,0
255401,0
337414,0
226031,0
162250,0
441898,0
376369,0
105898,0
171846,0
431814,1
414289,0
201650,0
114855,0
232751,0
409425,0
425850,0
410585,0
422916,0
270583,0
117763,0
289561,0
289636,0
145317,0
360755,0
131832,0
455834,0
128967,0
292164,0
265520,0
385850,0
395629,0
424308,0
238141,0
145578,0
155262,0
306379,0
146835,1
326423,0
274695,0
144243,0
309899,0
242205,0
156378,0
112550,0
101275,0
451802,0
406351,1
361908,0
422779,0
218601,0
170346,0
218974,0
204007,0
227805,0
146764,0
365635,0
294145,0
122169,1
125532,0
287511,1
411172,0
377310,0
320600,0
100814,0
329673,0
154866,0
169889,0
144807,0
140500,0
174227,0
316778,0
424625,0
148375,0
324417,0
175503,0
129219,0
123350,0
289629,1
271704,0
390002,0
401797,0
209204,0
370040,0
434213,0
138833,0
257995,1
265884,0
396537,0
193823,0
351919,0
300624,0
259371,0
289699,0
122053,0
344073,0
426567,0
338846,0
301469,0
212185,0
442782,0
175688,0
330718,1
426319,1
356734,0
203417,0
267616,0
329125,1
367419,0
272459,0
250652,0
398193,0
139120,0
162851,0
220273,0
269025,0
346627,0
129458,0
287661,1
367390,0
435886,0
323068,0
132679,0
266515,0
355695,0
198088,0
380848,0
389775,0
291863,0
349475,0
110314,0
124332,0
235140,0
214173,0
449505,0
120070,1
177348,0
407823,0
375783,0
276888,0
255008,0
246026,0
302209,0
368042,0
427168,0
204764,0
185616,0
394607,0
210614,0
226891,0
145963,1
261239,0
113818,0
421270,1
119824,0
428881,0
450951,0
396770,0
303271,0
155282,0
244890,0
339963,0
444722,0
417175,0
193747,0
203725,0
330897,0
184816,0
262694,1
195722,0
201420,0
421643,0
255491,0
168286,0
188830,0
195765,0
238491,0
418274,0
131545,0
426679,0
207301,0
320091,0
344790,0
383081,0
424493,0
232606,0
371997,0
298455,0
104759,0
249960,0
270085,0
318829,0
276015,0
144822,0
219142,0
242732,1
377149,0
306052,0
176665,0
100588,0
234840,0
236490,0
449950,1
320681,0
120279,0
395968,0
175652,0
433671,0
372014,0
264833,0
389261,0
261951,0
294606,0
222738,0
382235,0
113053,0
410812,1
133748,0
380161,0
228755,0
286066,0
200717,0
451051,0
337228,0
242647,0
161176,0
198837,0
296394,0
113440,0
120792,0
327929,1
214241,0
407297,0
100428,0
112929,0
320067,0
451858,0
127373,0
135623,0
404120,0
275320,0
143817,0
357642,0
413948,0
239505,0
330552,0
389088,0
367388,0
391314,0
375663,0
204346,0
384139,0
301097,0
435678,0
340952,0
334287,0
153686,0
252680,0
115516,0
206567,1
418499,0
366212,0
316338,0
267092,0
415806,0
117544,0
100020,0
222692,0
288362,0
157845,0
249911,0
298717,0
345431,0
287506,0
339285,0
421104,0
102661,0
186368,0
198342,0
422784,0
177629,0
153777,0
322807,0
268322,0
380199,0
301443,0
332648,1
165118,0
454379,0
173913,0
163546,0
442200,0
290223,0
192435,0
441514,0
438818,0
409732,0
432602,0
253640,0
385968,0
411307,0
450594,0
264515,0
252750,0
214877,0
353974,0
190110,0
311040,0
338640,0
405222,0
259026,0
208555,0
343047,0
160855,0
103849,0
276127,0
321274,1
325453,0
257706,0
238568,0
327353,1
111140,0
441423,0
403054,0
228372,0
394011,0
131308,0
263227,1
316049,0
298739,0
240313,0
338778,1
213048,0
226798,0
103978,0
275656,0
298222,0
227171,0
184522,0
395608,0
208010,0
172787,0
150060,0
381528,1
405173,1
177934,0
137985,0
129450,0
208937,0
335654,0
292434,0
339298,0
255851,0
139275,1
193446,0
402700,1
252464,0
238664,0
451123,0
387203,0
378767,0
152063,0
379214,0
276230,1
192064,0
294388,0
319723,1
376176,0
293461,1
143367,1
356189,0
122157,0
205713,0
147419,0
249853,1
100981,0
211084,0
404514,0
359593,0
454045,0
204580,0
378655,0
183931,0
291234,0
268200,0
306542,0
270651,0
228838,1
146604,0
433702,0
265396,0
377100,0
252839,0
374067,0
345322,0
337542,0
157701,1
195975,0
258749,0
227974,0
120749,0
334396,1
306207,0
148755,0
154359,0
232503,0
169179,0
413261,1
247040,0
308841,0
388732,0
239446,0
235261,0
286875,0
284262,0
366975,0
428895,0
238004,0
440278,0
285789,0
217891,0
275197,0
114470,0
267593,0
301192,0
374376,0
297793,0
399753,0
230950,0
212449,0
234095,0
308923,0
270063,0
434852,0
405383,0
188730,0
435253,0
298454,0
286231,0
347149,0
243260,0
157375,0
377984,1
153872,0
247211,0
154278,0
328673,0
327970,0
335781,0
192907,0
390681,1
260263,0
277543,0
273733,1
335047,0
325173,0
222406,0
376957,0
217203,0
311682,0
144307,0
214936,0
303382,0
379830,0
109627,0
213015,0
193680,0
111089,0
236020,0
382573,0
360692,0
190291,0
146296,0
413876,0
437037,0
190506,1
165267,0
401667,0
276750,0
121818,0
213971,0
229915,0
211813,0
248793,1
437432,0
341714,0
269062,0
452103,0
115593,1
207993,0
244790,0
231246,0
425834,0
334682,0
450819,0
127186,0
108293,0
145674,0
184348,0
285758,0
168067,1
107110,1
245294,0
212349,0
370212,0
380420,0
435425,0
173645,0
308456,0
219871,0
169001,0
413068,0
441647,0
114436,0
351415,1
310155,0
256420,0
375173,0
126851,0
343187,0
421506,0
216911,0
218248,0
319691,0
374661,0
294537,0
232828,0
106448,0
374092,0
266849,0
348308,0
188762,0
346900,0
438440,0
183070,0
101480,0
206826,0
108531,0
250123,0
279463,0
316690,0
307049,0
160735,0
357811,0
362258,1
336365,0
188593,0
239007,0
349038,1
396740,0
307843,0
447276,0
144303,0
262961,0
158447,0
118534,0
283577,0
432142,0
275027,1
426232,0
393756,1
418303,0
114623,0
287779,0
327498,0
431390,0
451259,0
251221,0
384308,0
208284,1
449538,0
100994,0
240861,0
447666,0
109904,0
125421,0
223170,0
438905,0
309107,0
416225,0
353940,0
292514,0
194239,0
258711,1
408528,0
294971,0
311065,0
193358,0
346877,0
204500,0
214725,0
401838,0
270359,0
455226,0
259980,0
268700,0
300417,0
364692,0
435795,0
389284,0
359430,0
206965,0
139906,0
207335,0
289914,0
203248,0
418908,0
182859,0
323090,0
140012,0
285215,0
180905,0
191388,0
239885,0
300040,0
374945,0
287967,0
209208,1
118250,1
402504,0
446493,0
375916,0
328467,0
401616,0
256637,0
412793,0
222124,0
177142,0
303610,0
166903,0
191719,0
141460,0
454633,0
445803,0
449895,0
355324,0
231596,1
164612,0
297062,1
151398,0
355455,0
100536,0
343614,0
384550,0
303883,0
424929,0
190032,1
224035,0
251753,0
201846,0
195522,0
278073,0
218766,0
308471,0
232425,0
378193,0
229880,0
202908,0
445687,0
422331,0
260163,0
298339,0
324379,0
129996,1
220275,0
209679,0
410033,0
417008,0
292485,0
446678,0
440780,0
423180,0
422424,0
331826,0
124527,0
164744,0
281927,0
242496,0
371583,0
179070,0
409376,0
243605,0
184480,0
147514,0
220968,0
351843,0
336525,0
394033,0
159138,0
420440,0
333692,0
447089,0
414697,0
340008,0
381668,0
285531,0
448228,0
419607,0
288091,0
441602,0
403283,0
170974,1
369863,0
187219,0
413218,0
222730,0
257230,1
240586,0
132991,0
199724,0
316159,0
165577,0
113172,0
397262,0
173924,0
312261,0
241497,0
338764,0
446749,0
223105,0
169100,0
329991,0
418755,0
235879,0
278470,0
178013,0
372636,0
263550,0
322040,0
251636,0
228165,0
260122,0
311444,0
444818,1
383382,0
314582,0
384947,0
383857,0
380434,0
354560,0
434713,0
439745,0
152416,0
108638,0
392839,0
367501,0
432225,0
125825,0
364179,0
180221,0
241849,0
259199,0
301013,1
226042,0
227655,0
303690,0
152234,0
221997,0
450524,0
260304,0
425632,0
436732,0
168209,0
351765,1
121229,0
233030,0
345986,0
303357,0
422910,0
283999,0
183461,0
412723,0
298138,0
443475,0
183052,0
342590,0
378634,0
416376,0
435218,0
445619,0
436619,0
407259,0
239877,0
203845,0
168428,0
117290,0
324489,0
348353,0
246854,0
206856,1
347710,0
298385,0
241673,0
175941,0
321212,0
141008,0
250921,0
310074,0
189642,0
118890,0
186298,0
166825,0
386525,0
197015,0
104253,0
138485,0
294115,0
174106,0
281019,0
452073,0
127732,1
249425,0
169817,0
405168,0
426533,0
384253,0
236448,0
388745,0
222407,1
399134,0
125929,0
422793,1
238655,0
281263,0
367826,0
327022,0
383981,0
405201,0
210559,0
128334,0
112774,0
347849,0
448397,0
265351,0
323414,0
432606,0
243892,0
216505,0
151954,0
326690,0
138256,0
176878,0
445793,0
196856,0
240151,0
248866,0
267420,0
361247,0
339351,0
441589,0
104532,0
352424,0
365332,0
209861,1
296303,1
278262,0
313185,1
205665,0
292341,0
258988,0
119152,0
440520,0
412035,0
445101,0
275745,0
357235,0
204628,0
363225,0
269795,0
191534,0
380954,0
361020,0
210143,0
179710,0
439952,0
131064,0
339671,1
115148,0
105896,0
145005,0
379533,0
375807,0
200412,0
146406,0
170052,0
443966,0
375760,0
405725,0
174197,0
288063,0
310736,0
405495,0
257146,0
104527,0
167835,0
158603,0
104573,0
138542,0
202241,0
124865,0
339179,0
208071,0
247824,0
201482,0
405139,0
250356,1
311615,0
385975,0
415304,0
452444,0
294176,0
151492,1
191403,0
406645,0
244041,0
110992,1
165810,0
443741,0
252321,0
398308,0
313861,0
318900,0
355740,1
278405,0
107985,0
147002,0
247628,0
205037,0
106227,0
280232,0
258528,0
194697,0
200295,0
332644,0
313451,0
350152,0
429395,0
366916,0
131669,0
114769,0
446662,0
153615,0
427773,0
185718,0
225698,0
179873,0
144142,0
271999,0
325667,0
154484,0
315418,0
430326,0
220243,0
332941,0
182914,0
204091,0
131342,0
304784,0
254041,0
209700,0
114726,0
330920,0
181471,0
319019,1
158672,0
170093,0
353482,0
442332,0
224932,0
183025,0
291684,0
445409,0
199318,0
350752,0
213960,0
134048,1
145061,0
251282,0
363666,0
213981,0
160509,1
422440,0
283082,0
328104,0
256510,0
403760,0
338061,0
270492,0
434822,0
128914,0
385983,0
287930,0
326657,0
228727,0
365789,0
183579,0
261889,0
320689,0
272389,0
150298,0
371801,0
448427,0
109600,1
437416,1
394080,0
199121,0
338234,0
423777,0
246509,0
310731,0
157946,0
218415,0
338777,0
240807,0
393964,0
455474,0
124345,0
451658,0
130669,0
278497,0
344688,0
277810,0
235610,1
380334,0
144236,0
394199,0
337667,0
292730,0
347252,0
377714,0
371590,0
106483,0
316750,0
301236,1
380442,0
268224,0
201279,0
449272,0
425572,0
275202,0
423933,0
337483,0
439631,0
357223,0
137603,0
443668,0
377282,0
336173,0
281158,0
359570,0
377649,0
323850,0
423467,0
283715,0
145386,0
344380,0
417340,0
344865,0
153159,0
348391,0
377522,0
367641,0
153505,0
348498,0
376935,0
273616,0
369779,0
107565,0
362083,0
343941,0
371149,1
130285,0
357070,0
210844,0
339510,0
324771,0
381588,0
128703,0
138975,0
380501,0
284595,0
277482,0
175088,0
257224,0
138630,0
444736,0
277316,0
281657,0
138645,0
390904,0
339016,0
386660,0
257610,0
198486,0
110182,0
153158,0
204137,0
295846,0
201479,0
386083,0
274492,1
367902,0
393363,0
287056,0
313774,0
265635,0
315790,0
215342,0
347990,0
386346,0
281245,0
213333,0
344547,0
184839,0
315837,0
416555,0
268249,0
121716,0
114778,0
359306,0
231916,0
357079,0
246948,0
221970,1
218112,0
399835,0
256093,0
318767,0
395320,0
234530,0
373638,0
351170,0
433336,0
308336,0
323502,1
276689,0
378256,0
233121,0
129565,0
229017,0
265582,0
412981,0
145903,0
227137,0
120301,0
184377,0
253454,0
152095,0
100682,0
166551,0
132393,0
143896,0
322971,0
159922,0
391901,0
214590,0
223829,0
215899,0
223558,0
255841,1
224384,0
270771,0
339554,0
264926,0
289171,0
217033,0
111939,0
103384,1
233136,0
346031,1
340749,0
300127,0
168303,0
180627,0
120822,0
418434,0
400546,0
404773,1
183431,0
202776,0
382774,0
419210,0
301095,0
395343,0
410294,0
229065,0
283673,0
448600,0
203320,0
213350,0
221894,0
196299,0
306653,0
150860,1
359982,0
331493,0
245279,0
333949,0
291950,0
209482,0
132052,0
376851,0
455860,0
426588,0
368025,0
187792,0
353439,0
337336,0
454600,0
123390,0
311668,1
252377,0
452977,0
451577,0
262081,0
160385,0
137532,0
265705,0
239694,0
208828,0
197313,0
249148,0
262516,0
445710,0
241826,0
343989,0
437754,0
104966,0
371825,0
421916,0
275591,0
113911,0
217673,0
257913,0
166165,0
451466,0
299381,0
291698,0
368515,0
272160,0
167416,0
324018,0
414354,0
382497,0
138010,0
444537,0
254180,0
109838,0
209499,0
258421,0
107356,0
129807,0
276871,0
299455,0
153953,0
363732,0
366660,0
312242,0
272528,0
143074,0
167812,0
129636,0
436171,0
420200,0
104619,0
273368,0
261828,0
175752,0
389822,0
378457,0
219789,0
406448,0
217869,0
356067,0
226769,0
128786,0
131835,0
385673,0
413950,0
238405,0
182285,0
390284,0
176377,0
456228,0
233288,0
155467,0
261311,0
383616,0
407557,0
422428,0
358370,0
418164,0
452222,0
196257,0
446810,0
429797,1
445914,0
193591,0
278156,0
138567,0
233161,0
358032,0
339341,0
380957,0
216556,0
268793,0
158641,0
305821,0
147101,0
329889,0
439452,0
171453,1
132684,0
420493,0
100949,0
277642,0
326348,1
213700,0
430474,0
252269,0
263125,1
114131,0
161652,0
249216,0
123337,0
136361,0
439826,0
210093,0
186208,0
347733,0
313265,0
122844,0
221367,0
403098,0
167235,0
204331,0
422923,0
244485,0
446592,1
394838,0
236522,0
297508,0
101119,0
294265,0
254983,0
280658,0
155315,0
312559,0
217348,0
109578,1
450363,0
394255,0
306087,0
418712,0
268926,0
167348,0
199471,0
371466,0
150900,0
320902,1
256835,0
336933,0
291474,0
332884,0
159651,0
110972,0
165321,0
281170,0
152602,1
233565,0
356218,0
105362,0
183659,0
115855,0
174524,0
204624,1
312719,0
408645,0
344094,0
396861,0
431645,0
299772,0
385699,0
359140,0
153986,0
305053,0
376046,0
344447,0
340035,0
187404,1
318077,0
300178,0
264150,1
133428,0
292207,0
387482,0
388544,0
196865,0
177609,0
169794,0
299155,0
285219,0
245349,0
221173,0
136378,0
400945,1
215426,0
354760,0
249567,0
437731,0
306268,0
217517,0
388606,1
323054,0
188927,0
385365,0
142642,0
207902,0
385713,0
335840,0
429704,0
326939,0
300072,0
407565,1
253528,0
330215,0
203017,0
206380,0
266598,0
278985,0
255214,0
322687,1
149315,0
306105,0
167575,0
238727,0
137961,0
403033,0
161906,0
165768,0
388033,0
102515,0
387729,0
186363,0
447006,0
294239,0
132427,0
433227,0
428607,0
240491,0
228487,0
297961,0
217010,0
448093,0
203587,0
343867,0
338249,0
276962,0
186794,0
415410,0
333869,0
208257,0
101970,1
320298,0
236603,0
447189,0
350581,0
192945,0
137636,0
320385,0
308343,0
417689,0
329412,0
432471,0
222233,0
196957,1
327980,0
110653,1
170853,0
383626,0
341532,0
452500,0
357988,0
284800,0
451112,0
211340,1
153453,0
228275,0
137612,0
205152,0
262137,0
274787,1
440766,0
285838,0
456247,0
273668,0
396329,0
315284,0
355106,0
310302,0
108290,0
167704,0
394418,0
318443,0
276873,0
271574,0
251098,0
353712,0
261748,0
415011,0
127602,0
141954,0
218233,0
451498,0
146399,0
129786,0
193240,0
147530,0
191893,0
437964,0
367934,1
359936,0
171258,0
272239,0
420695,0
149901,0
364546,0
128550,0
121942,0
337577,0
168781,0
419186,0
145378,0
366447,0
143961,0
193760,0
275372,0
105334,0
386009,0
402405,0
359947,0
337189,0
455762,1
257493,0
303714,0
116414,0
266496,0
331296,0
315880,0
263575,0
362911,0
161690,0
149185,1
228805,0
285269,0
334261,0
233187,0
260973,0
443749,0
423844,1
122680,0
333066,0
145230,0
451915,0
234188,0
120705,0
303048,0
205173,0
214823,0
312012,0
142526,0
266002,0
165613,0
230277,0
104805,0
182250,0
380701,0
262998,0
195473,0
218184,0
253165,0
197523,0
312747,0
275662,0
344062,0
274744,0
395077,0
143079,0
289619,0
392096,0
224661,0
184298,0
212344,0
193688,0
103435,0
193988,0
157659,1
305003,1
157523,0
314040,0
289633,0
191075,0
306902,0
421790,0
198800,0
383905,0
275214,0
254166,0
317248,0
400204,0
308578,1
191128,0
119153,0
430593,0
360043,0
189436,0
187917,0
208452,0
425315,0
141922,0
150954,0
138757,0
149687,0
133835,0
132623,0
329271,0
178281,0
386807,0
274775,0
195399,0
305779,0
376808,0
289359,0
400714,0
193377,0
243339,0
233558,0
299477,0
371324,0
147704,0
428365,0
264743,0
289056,0
223243,0
323544,0
109492,0
186352,0
399316,0
154390,0
340145,0
202543,0
189474,0
236730,0
101083,0
395679,0
288696,0
456163,0
125028,0
342401,0
442268,0
303522,0
110536,0
195146,0
145463,0
333281,1
176745,0
232689,1
366077,0
250960,0
426116,0
261466,0
391330,0
424677,0
240680,0
175904,0
416756,0
301912,0
306740,0
273679,0
425014,0
298414,0
139430,1
151534,0
169086,0
174941,0
229412,0
223623,0
170357,1
327557,0
104223,0
396356,0
140806,0
204659,0
363126,1
369582,0
291876,0
122083,0
264261,0
191682,0
441280,1
138032,0
232913,0
324482,0
384585,1
436309,0
219468,0
114963,0
407668,0
352079,0
297412,1
207675,0
325311,0
237546,1
239653,0
197014,0
262233,0
223717,0
426883,1
184419,0
400036,0
127711,0
181742,0
310844,0
417152,0
269071,0
175266,0
297613,0
434405,0
193031,0
154852,0
181798,0
241697,0
454359,0
336302,0
351649,0
191337,0
130341,0
135486,0
181712,0
318477,1
290234,0
322777,1
163237,0
326998,0
218713,0
375630,0
155181,0
146024,0
360408,0
400926,0
216227,0
171907,0
335719,0
240325,0
154593,0
253295,0
436889,0
280568,0
278658,1
304008,0
228042,0
454068,1
335328,0
182284,0
262764,0
152001,1
152347,0
119357,1
368531,0
169283,0
336369,0
259748,0
173642,0
221398,0
253337,0
317817,0
234465,0
320204,0
282295,0
370848,0
102217,1
298243,0
241820,0
236512,0
424164,0
244283,0
275740,0
274397,0
233292,0
397701,0
272788,0
346372,0
403004,0
339051,0
293044,0
204873,0
367680,0
190116,0
235947,0
161907,0
176841,0
399724,1
347117,0
236133,1
261756,0
428306,0
382900,0
304211,0
341819,0
412813,0
385470,0
440398,0
448088,0
218537,0
280239,0
129098,0
281895,0
368059,0
176055,0
185097,0
149803,0
412597,0
267563,0
245670,0
299528,0
219722,0
135671,0
242504,1
384492,0
239640,1
210547,0
319732,0
270193,1
382963,0
200976,0
117127,0
358976,0
117241,0
322752,0
209310,0
130884,0
292405,0
188996,0
233254,0
148176,0
378297,0
122100,0
134221,0
171362,0
173156,0
122613,0
324073,0
100805,0
215762,0
371075,1
258553,0
328923,0
334450,0
432063,0
331188,0
431609,0
157472,0
189033,0
239637,0
264425,0
415027,0
235312,0
415067,0
119936,0
292896,0
304151,0
326934,0
173323,0
354883,0
169488,0
439394,0
213697,0
289036,0
349100,0
360874,0
147297,0
204380,0
433314,0
424428,0
383137,0
126829,0
228218,0
444772,0
357760,0
429579,0
137495,0
383477,0
365566,0
349934,0
236233,0
145276,0
436424,0
404888,0
308281,0
177123,0
204065,0
421675,0
142325,0
305780,0
302969,1
403173,0
420035,0
414955,0
280576,0
432646,0
124459,0
362716,0
143887,0
235777,0
128540,0
199038,1
264081,0
212713,0
305942,0
395072,0
110382,0
373769,0
104790,0
248107,0
405547,0
182703,0
444929,0
267849,0
134507,0
221942,0
116200,0
367861,0
429304,0
387233,0
268884,1
226252,0
318501,0
382046,0
179351,0
214196,0
273050,0
230062,1
398678,0
370339,0
431735,0
422256,0
147951,0
299500,1
148115,0
455309,0
152513,0
346683,0
145630,0
143357,0
272625,0
298071,1
269313,1
196339,0
453192,0
377895,0
306092,0
143070,0
358623,0
437597,0
217780,0
368258,0
274318,0
254398,0
106559,0
437404,0
371135,0
454927,0
167793,0
218804,0
217571,1
425828,0
334433,0
279955,0
126544,0
153147,0
146447,0
307405,0
173957,0
202892,0
370818,1
170784,0
139983,0
326619,0
261617,0
343862,0
217940,0
258654,0
153695,0
248351,0
100968,0
285046,0
430013,0
118637,0
374378,0
257591,0
395463,0
430723,0
149251,0
137643,0
451008,0
249693,0
396791,0
421298,1
172258,0
306072,0
416132,0
230149,0
164541,0
436998,0
415922,1
114843,1
329353,0
190524,0
292132,0
321709,0
404893,0
152851,0
327186,0
251561,0
188041,0
283811,0
151792,0
306897,0
394938,0
192447,0
264945,0
326689,0
238371,0
313872,0
304212,0
263367,0
186915,0
298747,0
139877,0
379006,0
176956,0
240867,0
307392,0
320127,1
218863,0
316198,0
217108,0
442131,0
100988,0
358577,0
232692,0
419408,0
371184,1
133233,0
305510,0
114043,0
438603,0
445600,0
434297,0
222227,0
366372,1
319592,0
117414,0
411700,0
367431,1
371917,0
279253,0
406686,0
301129,0
305830,0
269873,0
285624,0
149912,0
454294,0
309703,0
336244,0
451727,0
120693,0
149970,0
206685,0
434402,0
167327,0
422231,0
288130,0
348976,1
206139,0
265270,1
351019,0
192205,0
127307,1
436949,0
268973,0
118159,0
100630,0
262464,0
235513,0
168979,0
369064,0
217237,0
361572,0
213573,0
443876,0
108277,0
220849,0
265059,0
161699,0
130796,1
390862,0
420922,0
335926,0
218675,0
107025,0
444035,0
216990,0
280873,0
101853,0
201797,0
296779,0
295329,0
236223,0
169108,0
333050,0
242602,0
377076,0
130393,0
150323,0
227236,0
301715,0
447423,0
447491,0
107857,0
448388,0
220982,0
180526,0
339292,0
305949,0
165722,0
233007,0
177632,0
284990,0
389951,0
326766,0
247465,0
350262,0
212039,1
378771,0
256760,0
182160,0
244926,0
398812,0
172802,0
237970,0
432144,0
286478,0
453249,0
238737,0
281988,0
172865,0
429388,0
304358,0
117756,0
201905,0
301385,0
149336,0
146208,0
245902,0
259639,0
160039,0
175667,0
444251,0
126818,0
249340,0
129394,0
322079,0
430478,1
321218,1
402544,0
363218,0
132501,1
225440,0
168177,0
374072,0
130780,0
309935,0
328106,0
274548,0
314852,0
376725,0
377492,0
345950,0
135608,0
315182,0
300397,0
270790,0
393742,0
121736,0
430184,0
257112,0
429995,0
447636,1
365615,0
221546,0
396292,0
277795,0
263897,0
112691,0
151320,0
296176,0
346745,0
337651,0
428154,0
190309,1
230222,0
284491,0
416252,0
145070,0
350054,0
167143,0
341751,0
367482,1
287180,0
402150,0
298759,0
194542,0
221467,0
391830,0
138860,0
191698,0
309441,0
255387,0
454141,0
406198,0
349452,0
309582,0
278407,0
431542,0
356347,0
237473,0
380179,0
229437,0
363189,0
312350,1
159846,0
418513,0
320186,0
114216,0
143723,0
163808,0
438181,0
448067,0
412227,0
124373,0
338750,0
452779,0
258919,0
303651,0
363803,0
188437,0
443466,0
212318,0
162666,0
343293,0
215071,0
290714,0
219117,0
427306,1
432287,0
171568,0
297207,0
305968,0
325681,0
380191,1
412505,1
413497,0
419796,0
349968,0
327469,0
345777,0
178205,0
376549,0
290954,1
314378,0
361349,0
301562,0
198332,0
203875,0
216779,0
108488,0
231264,0
342616,0
359610,0
113707,0
451312,0
274608,0
285132,0
196896,0
361650,1
410781,0
222075,0
428915,0
254317,0
262664,0
138952,0
151790,0
438290,0
384705,0
450771,0
375708,0
308441,1
322631,0
282400,1
147281,0
131507,0
247751,0
216024,0
433025,0
126615,0
144477,0
364302,0
121118,0
355998,0
104438,0
327416,0
204723,1
408676,0
126914,0
331815,0
406374,0
336072,1
172050,0
216959,0
243119,1
377500,0
363234,0
254986,0
151665,0
259860,0
120484,0
303654,0
343650,0
353841,0
376436,0
158696,0
367398,0
175289,0
396600,0
245115,0
206396,0
265655,0
315131,0
396222,1
148779,0
433220,1
300052,0
102653,0
392064,1
141357,0
274211,0
242108,0
356009,0
121000,0
332393,0
